anime_id,genres,type,episodes,source,rating,start_year,start_season,demographics,score,scored_by,members,favorites
245,Comedy,tv,43,Non-Original,r,1999,summer,Shounen,High,364906,734523,23555
5081,Mystery,tv,15,Non-Original,r,2009,summer,None,High,681135,1289959,46452
31240,Drama,tv,25,Non-Original,r,2016,spring,None,High,1264633,1949028,61663
38329,Drama,movie,1,Non-Original,pg_13,2019,spring,None,High,380542,597227,9227
1735,Action,tv,500,Non-Original,pg_13,2007,winter,Shounen,High,1445838,2151550,98934
38691,Adventure,tv,24,Non-Original,pg_13,2019,summer,Shounen,High,891968,1469027,24380
39535,Drama,tv,11,Non-Original,r,2021,winter,None,High,593681,970325,23516
37450,Comedy,tv,13,Non-Original,pg_13,2018,fall,None,High,952634,1488839,42100
32937,Adventure,tv,10,Non-Original,pg_13,2017,winter,None,High,892930,1331506,11352
17074,Comedy,tv,26,Non-Original,r,2013,summer,None,High,330778,616225,22486
39587,Drama,tv,13,Non-Original,r,2020,summer,None,High,542395,948527,10883
40776,Sports,tv,12,Non-Original,pg_13,2020,fall,Shounen,High,392171,669148,5577
19,Drama,tv,74,Non-Original,r+,2004,spring,Seinen,High,312652,873348,39677
10087,Action,tv,13,Non-Original,r,2011,fall,None,High,788121,1367912,32207
42203,Drama,tv,12,Non-Original,r,2021,winter,None,High,412212,717910,11214
38040,Adventure,movie,1,Non-Original,pg_13,2019,summer,None,High,411562,651583,4363
43608,Comedy,tv,13,Non-Original,pg_13,2022,spring,Seinen,High,280251,594666,19952
30484,Drama,tv,23,Non-Original,pg_13,2018,spring,None,High,369827,771198,10699
38883,Sports,tv,13,Non-Original,pg_13,2020,winter,Shounen,High,484772,788356,4787
39551,Action,tv,12,Non-Original,pg_13,2021,winter,None,High,426840,754114,9674
28701,Action,tv,13,Non-Original,r,2015,spring,None,High,512854,773763,8737
777,Action,ova,10,Non-Original,r,2006,winter,Seinen,High,434095,829358,19580
578,Drama,movie,1,Non-Original,pg_13,1988,spring,None,High,350851,585799,6871
523,Adventure,movie,1,original,g,1988,spring,None,High,611158,936544,7268
38826,Drama,movie,1,original,pg_13,2019,summer,None,High,492483,818400,10743
33486,Action,tv,25,Non-Original,pg_13,2017,spring,Shounen,High,1546612,2236970,17126
48736,Romance,tv,12,Non-Original,pg_13,2022,winter,Seinen,High,422042,721792,15834
7311,Mystery,movie,1,Non-Original,pg_13,2010,winter,None,High,288983,564673,12682
37105,Comedy,tv,12,Non-Original,pg_13,2018,summer,Seinen,High,353661,653905,16556
437,Avant Garde,movie,1,Non-Original,r+,1998,winter,None,High,309029,578354,15358
28171,Ecchi,tv,24,Non-Original,pg_13,2015,spring,Shounen,High,919553,1495603,23019
36649,Action,tv,24,Non-Original,r,2018,summer,Shoujo,High,314953,727669,26784
10165,Comedy,tv,26,Non-Original,pg_13,2011,spring,Shounen,High,328368,797187,21070
23847,Comedy,tv,13,Non-Original,pg_13,2015,spring,None,High,618114,945667,15393
33,Action,tv,25,Non-Original,r+,1997,fall,Seinen,High,293642,548529,22698
11577,Drama,movie,1,Non-Original,pg_13,2013,spring,None,High,324483,540416,2415
42897,Romance,tv,13,Non-Original,pg_13,2021,winter,Shounen,High,635531,1060963,27799
28223,Drama,tv,12,original,r,2015,winter,None,High,903941,1572091,25928
34612,Comedy,tv,24,Non-Original,pg_13,2018,winter,Shounen,High,328735,549538,3882
24415,Sports,tv,25,Non-Original,pg_13,2015,winter,Shounen,High,419131,675754,4824
2251,Action,tv,13,Non-Original,r,2007,summer,None,High,357925,837465,22388
457,Adventure,tv,26,Non-Original,pg_13,2005,fall,Seinen,High,255763,747783,24772
30503,Action,tv,13,Non-Original,pg_13,2015,fall,Shounen,High,821037,1323286,11160
10408,Drama,movie,1,Non-Original,g,2011,summer,Shoujo,High,417524,740943,9598
37520,Action,tv,24,Non-Original,r,2019,winter,Shounen,High,528697,1031529,17245
263,Sports,tv,75,Non-Original,pg_13,2000,fall,Shounen,High,241095,489353,17907
31758,Action,movie,1,Non-Original,r,2017,winter,None,High,237725,408886,6822
28977,Action,tv,51,Non-Original,pg_13,2015,spring,Shounen,High,218662,544926,14666
30831,Adventure,tv,10,Non-Original,pg_13,2016,winter,None,High,1130918,1722350,41238
39547,Comedy,tv,12,Non-Original,pg_13,2020,summer,None,High,332259,615480,12672
16894,Sports,tv,25,Non-Original,pg_13,2013,fall,Shounen,High,488984,764345,4223
392,Action,tv,112,Non-Original,pg_13,1992,fall,Shounen,High,296314,606555,20126
22297,Action,tv,12,Non-Original,r,2014,fall,None,High,609722,958164,15296
19815,Comedy,tv,12,Non-Original,pg_13,2014,spring,None,High,1412822,2176564,46424
813,Action,tv,291,Non-Original,pg_13,1989,spring,Shounen,High,770597,1106679,33416
9969,Action,tv,51,Non-Original,pg_13,2011,spring,Shounen,High,210584,480198,7169
4224,Drama,tv,25,Non-Original,pg_13,2008,fall,None,High,1258209,1997587,53508
22789,Slice of Life,tv,12,Non-Original,pg_13,2014,summer,None,High,313476,604204,12084
853,Comedy,tv,26,Non-Original,pg_13,2006,spring,Shoujo,High,622243,1020434,31232
31757,Action,movie,1,Non-Original,r,2016,summer,None,High,240304,397737,2194
121,Action,tv,51,Non-Original,r,2003,fall,Shounen,High,836664,1362542,24723
37430,Action,tv,24,Non-Original,pg_13,2018,fall,None,High,731368,1191306,24281
24833,Action,tv,22,Non-Original,pg_13,2015,winter,Shounen,High,1048111,1762851,27045
18115,Action,tv,25,Non-Original,pg_13,2013,fall,Shounen,High,422988,772775,7387
36456,Action,tv,25,Non-Original,pg_13,2018,spring,Shounen,High,1275636,1922920,12701
33674,Drama,movie,1,Non-Original,pg_13,2017,summer,None,High,423040,778711,7252
34572,Action,tv,170,Non-Original,pg_13,2017,fall,Shounen,High,694772,1376433,38373
25781,Action,ova,2,Non-Original,r,2014,fall,Shoujo,High,271659,453625,1802
40834,Adventure,tv,23,Non-Original,pg_13,2021,fall,None,High,220757,440471,9905
11843,Comedy,tv,12,Non-Original,pg_13,2012,winter,None,High,378482,742809,13154
41487,Action,tv,12,Non-Original,pg_13,2021,summer,None,High,314608,561696,9674
6547,Drama,tv,13,original,pg_13,2010,spring,None,High,1196177,1916978,46382
41025,Adventure,tv,20,Non-Original,r,2021,spring,Shounen,High,281660,696162,11833
6746,Action,tv,24,Non-Original,r,2010,winter,None,High,627194,1300721,29224
40852,Adventure,tv,11,Non-Original,pg_13,2021,winter,Shounen,High,461417,838826,6678
32867,Action,tv,12,Non-Original,r,2016,fall,Seinen,High,414572,716708,6203
20899,Action,tv,24,Non-Original,r,2014,spring,Shounen,High,740326,1041019,19270
37987,Drama,movie,1,Non-Original,pg_13,2020,summer,None,High,186938,455740,6979
32282,Ecchi,tv,13,Non-Original,pg_13,2016,summer,Shounen,High,663653,1033547,3025
1210,Comedy,tv,24,Non-Original,r+,2006,summer,None,High,303004,658206,23719
13759,Drama,tv,24,Non-Original,pg_13,2012,fall,None,High,656384,1143337,25736
136,Action,tv,62,Non-Original,pg_13,1999,fall,Shounen,High,259093,528146,9768
49926,Action,tv,7,Non-Original,r,2021,fall,Shounen,High,264094,458420,3175
2966,Adventure,tv,13,Non-Original,pg_13,2008,winter,None,High,364426,748441,17069
47,Action,movie,1,Non-Original,r+,1988,summer,Seinen,High,447365,737903,11690
31646,Drama,tv,22,Non-Original,pg_13,2016,fall,Seinen,High,255006,612750,14334
3784,Action,movie,1,original,pg_13,2009,summer,None,High,291210,476359,3175
35180,Drama,tv,22,Non-Original,pg_13,2017,fall,Seinen,High,178863,356598,14296
40417,Drama,tv,25,Non-Original,pg_13,2020,spring,Shoujo,High,204869,411389,5179
42938,Drama,tv,13,Non-Original,pg_13,2021,spring,Shoujo,High,175567,361617,16746
877,Drama,tv,47,Non-Original,r+,2006,spring,Shoujo,High,213607,559062,23736
39533,Boys Love,tv,11,Non-Original,pg_13,2019,summer,None,High,262025,477718,15196
43,Action,movie,1,Non-Original,r+,1995,fall,Seinen,High,296516,561743,11339
18679,Action,tv,24,original,pg_13,2013,fall,None,High,873337,1566415,35278
23283,Mystery,tv,11,original,r,2014,summer,None,High,558797,1039825,20365
11771,Sports,tv,25,Non-Original,pg_13,2012,spring,Shounen,High,637670,1074843,19843
31181,Comedy,tv,12,Non-Original,r,2015,fall,None,High,214873,438654,2710
6,Action,tv,26,Non-Original,pg_13,1998,spring,Shounen,High,331631,668309,13471
12189,Mystery,tv,22,Non-Original,pg_13,2012,spring,None,High,578520,1228519,25078
5341,Adventure,tv,12,Non-Original,pg_13,2009,summer,None,High,255770,453969,4119
35247,Comedy,tv,7,Non-Original,r,2017,summer,None,High,171018,353322,8118
42249,Action,tv,24,Non-Original,r,2021,spring,Shounen,High,525296,973154,23222
11597,Comedy,tv,11,Non-Original,r,2012,winter,None,High,404343,681833,3790
2236,Drama,movie,1,Non-Original,g,2006,summer,None,High,425124,730064,5553
38680,Drama,tv,25,Non-Original,pg_13,2019,spring,Shoujo,High,324547,684914,13232
10162,Slice of Life,tv,11,Non-Original,pg_13,2011,summer,Josei,High,227636,457521,5891
512,Adventure,movie,1,Non-Original,g,1989,summer,None,High,326016,500994,4675
13125,Drama,tv,25,Non-Original,r,2012,fall,None,High,260666,722097,21245
35839,Adventure,tv,13,original,pg_13,2018,winter,None,High,193075,444585,12800
11981,Drama,movie,1,original,pg_13,2013,fall,None,High,203795,341803,7858
10863,Comedy,special,1,Non-Original,pg_13,2012,winter,None,High,255948,403348,771
33049,Action,movie,1,Non-Original,r,2019,winter,None,High,189605,329030,3242
20,Action,tv,220,Non-Original,pg_13,2002,fall,Shounen,High,1758570,2519711,70739
513,Adventure,movie,1,original,pg,1986,summer,None,High,268969,426733,3680
7791,Comedy,tv,26,Non-Original,pg_13,2010,spring,None,High,350149,628794,13710
41457,Action,tv,11,Non-Original,r,2021,spring,None,High,276188,552690,12529
35790,Action,tv,25,Non-Original,pg_13,2019,winter,None,High,854579,1361805,25359
14813,Comedy,tv,13,Non-Original,pg_13,2013,spring,None,High,767293,1275698,26613
12365,Comedy,tv,25,Non-Original,pg_13,2012,fall,Shounen,High,182000,308471,2872
40052,Action,tv,23,original,r,2020,summer,None,High,264717,546178,8687
39247,Fantasy,tv,12,Non-Original,pg_13,2021,summer,None,High,214601,456627,5588
48569,Action,tv,12,Non-Original,r,2021,fall,None,High,165939,327495,9444
46095,Action,tv,13,original,r,2021,spring,None,High,194817,432926,9021
7054,Comedy,tv,26,Non-Original,pg_13,2010,spring,Shoujo,High,669964,1133426,21289
39741,Drama,movie,1,Non-Original,pg_13,2019,summer,None,High,199751,343553,1279
36862,Adventure,movie,1,Non-Original,r,2020,winter,None,High,166476,345093,2806
572,Adventure,movie,1,Non-Original,pg_13,1984,winter,None,High,209457,333422,4520
2167,Drama,tv,23,Non-Original,pg_13,2007,fall,None,High,709090,1307938,26551
20507,Action,tv,12,Non-Original,pg_13,2014,winter,Shounen,High,1163493,1955318,31302
35788,Ecchi,tv,12,Non-Original,pg_13,2017,fall,Shounen,High,538245,877272,2581
46102,Mystery,tv,13,original,pg_13,2021,spring,None,High,157433,321729,6644
15417,Action,tv,13,Non-Original,pg_13,2012,fall,Shounen,High,147163,285935,2813
22135,Drama,tv,11,Non-Original,pg_13,2014,spring,Seinen,High,162675,347071,14149
31964,Action,tv,13,Non-Original,pg_13,2016,spring,Shounen,High,1844412,2669344,51886
7674,Comedy,tv,25,Non-Original,pg_13,2010,fall,Shounen,High,278617,576027,9111
10030,Comedy,tv,25,Non-Original,pg_13,2011,fall,Shounen,High,199500,330455,1327
5,Action,movie,1,original,r,2001,summer,None,High,194574,337836,1317
39783,Comedy,tv,12,Non-Original,pg_13,2021,winter,Shounen,High,345131,580112,10723
38003,Action,tv,12,Non-Original,r,2019,spring,Seinen,High,263238,505340,4329
45,Action,tv,94,Non-Original,pg_13,1996,winter,Shounen,High,221570,453834,9565
33206,Fantasy,tv,13,Non-Original,pg_13,2017,winter,None,High,668680,1100866,16244
1519,Action,tv,12,Non-Original,r,2006,fall,Seinen,High,286165,463313,2797
2025,Action,tv,25,original,r,2007,spring,None,High,414168,871373,15946
6594,Action,tv,12,Non-Original,r,2010,winter,None,High,200917,521053,10398
34240,Sci-Fi,Non-Original,1,Non-Original,g,2016,fall,None,High,208155,308593,2407
14513,Action,tv,25,Non-Original,pg_13,2012,fall,Shounen,High,508200,948441,8586
38408,Action,tv,25,Non-Original,pg_13,2019,fall,Shounen,High,924810,1479880,8053
889,Action,tv,12,Non-Original,r,2006,spring,Seinen,High,438951,887584,16107
33050,Action,movie,1,Non-Original,r,2020,summer,None,High,143421,281841,6950
28805,Adventure,movie,1,original,pg_13,2015,summer,None,High,205976,382993,2982
5258,Sports,tv,26,Non-Original,pg_13,2009,winter,Shounen,High,145100,245737,1587
30015,Drama,tv,13,Non-Original,pg_13,2016,summer,None,High,519537,922348,9159
35557,Action,tv,12,Non-Original,pg_13,2017,fall,Seinen,High,170361,397100,11473
223,Adventure,tv,153,Non-Original,pg_13,1986,winter,Shounen,High,602322,921328,13596
227,Action,ova,6,original,pg_13,2000,spring,None,High,396438,737956,26998
9617,Comedy,movie,1,Non-Original,pg_13,2011,fall,None,High,175636,297634,2507
14719,Action,tv,26,Non-Original,r,2012,fall,Shounen,High,926827,1433406,33502
29803,Action,tv,13,Non-Original,r,2015,summer,None,High,828146,1375095,22686
1889,Mystery,tv,24,Non-Original,r,2007,summer,None,High,237047,446607,6981
25013,Action,tv,24,Non-Original,pg_13,2014,fall,Shoujo,High,374483,758983,14532
35062,Fantasy,tv,24,Non-Original,pg_13,2017,fall,Shounen,High,333366,794109,10181
35851,Drama,movie,1,original,pg_13,2018,winter,None,High,160241,364527,6361
467,Action,tv,26,Non-Original,r,2002,fall,Seinen,High,155344,368540,8135
40787,Drama,movie,1,Non-Original,pg_13,2020,fall,None,High,152018,308418,4953
34096,Action,tv,12,Non-Original,pg_13,2017,winter,Shounen,High,127618,272653,2526
1604,Action,tv,203,Non-Original,pg_13,2006,fall,Shounen,High,247977,522968,15450
34798,Slice of Life,tv,12,Non-Original,pg_13,2018,winter,None,High,185699,422367,9436
25537,Action,movie,1,Non-Original,r,2017,fall,None,High,215752,395181,2365
6045,Drama,tv,25,Non-Original,pg_13,2009,fall,Shoujo,High,402203,817985,11690
4081,Drama,tv,13,Non-Original,pg_13,2008,summer,Shoujo,High,171059,487471,14448
17265,Action,tv,25,Non-Original,pg_13,2013,fall,None,High,539564,1028150,9957
14713,Comedy,tv,13,Non-Original,pg_13,2012,fall,Shoujo,High,298722,576283,12970
6114,Drama,tv,26,Non-Original,r,2010,spring,Seinen,High,145230,362005,8004
6675,Action,movie,1,original,r+,2009,summer,None,High,180957,331373,4911
32615,Action,tv,12,Non-Original,r,2017,winter,None,High,436981,794325,10768
36296,Comedy,tv,12,Non-Original,pg_13,2018,spring,Seinen,High,226454,453473,4076
44,Action,ova,4,Non-Original,r,1999,winter,Shounen,High,130103,259050,5961
35466,Romance,special,4,Non-Original,pg_13,2018,winter,None,High,201649,336293,1582
37095,Drama,special,1,Non-Original,pg_13,2018,summer,None,High,167225,280592,753
35968,Romance,tv,11,Non-Original,pg_13,2018,spring,None,High,448300,834458,10043
269,Action,tv,366,Non-Original,pg_13,2004,fall,Shounen,High,980721,1680584,60837
48561,Action,movie,1,Non-Original,r,2021,fall,Shounen,High,137493,439973,6902
36946,Action,movie,1,Non-Original,pg_13,2018,fall,Shounen,High,226802,325107,2390
15335,Action,movie,1,Non-Original,pg_13,2013,summer,Shounen,High,122153,212854,2013
36949,Ecchi,tv,12,Non-Original,pg_13,2018,spring,Shounen,High,386210,643927,1387
48661,Action,ona,12,Non-Original,r,2021,fall,Shounen,High,155921,352106,6465
48926,Comedy,tv,12,Non-Original,pg_13,2021,fall,Shounen,High,341930,675324,10852
37675,Action,tv,13,Non-Original,r,2018,summer,None,High,475837,761313,4974
7785,Comedy,tv,11,Non-Original,r,2010,spring,None,High,129643,396956,16621
12531,Drama,tv,12,Non-Original,pg_13,2012,spring,Josei,High,158292,348758,6610
185,Action,tv,26,Non-Original,pg_13,1998,spring,Seinen,High,159824,314581,9731
37171,Comedy,tv,12,Non-Original,pg_13,2018,summer,Seinen,High,194770,408488,5594
16782,Drama,movie,1,original,pg_13,2013,spring,None,High,466922,767150,6436
25681,Comedy,tv,12,Non-Original,pg_13,2015,winter,Shoujo,High,188115,346038,2439
5681,Comedy,movie,1,original,pg_13,2009,summer,None,High,277961,485735,3747
232,Adventure,tv,70,Non-Original,pg,1998,spring,Shoujo,High,202711,397722,11898
32995,Sports,tv,12,original,pg_13,2016,fall,None,High,481975,796011,19383
585,Drama,movie,1,Non-Original,g,1995,summer,Shoujo,High,173211,305502,4089
27775,Drama,tv,13,original,pg_13,2015,spring,None,High,427332,844444,10879
2759,Action,movie,1,original,pg_13,2007,summer,None,High,304817,495607,1686
339,Avant Garde,tv,13,original,r,1998,summer,None,High,251028,649006,22495
34822,Romance,tv,12,original,pg_13,2017,spring,None,High,227898,481669,7327
19647,Sports,tv,25,Non-Original,pg_13,2013,fall,Shounen,High,122219,218894,1061
28025,Comedy,tv,4,Non-Original,r,2014,fall,None,High,219094,386075,946
2034,Comedy,tv,24,Non-Original,pg_13,2007,spring,Shoujo,High,267628,531250,9130
2418,Action,movie,1,original,r,2007,summer,None,High,153043,306117,2807
4282,Action,movie,1,Non-Original,r,2008,summer,None,High,122767,220739,4328
1482,Action,tv,103,Non-Original,pg_13,2006,fall,Shounen,High,272512,645973,13213
35507,Drama,tv,12,Non-Original,pg_13,2017,summer,None,High,607383,960495,14391
39565,Action,movie,1,Non-Original,pg_13,2019,fall,Shounen,High,278842,476821,1682
38668,Action,tv,12,Non-Original,r,2020,winter,Seinen,High,227968,449728,6994
3588,Action,tv,51,Non-Original,pg_13,2008,spring,Shounen,High,781758,1480417,24382
10800,Drama,tv,25,Non-Original,pg_13,2011,fall,Josei,High,169065,419437,7336
170,Sports,tv,101,Non-Original,pg_13,1993,fall,Shounen,High,120144,259435,6301
1943,Avant Garde,movie,1,Non-Original,r+,2006,fall,None,High,235801,466591,3864
22319,Action,tv,12,Non-Original,r,2014,summer,Seinen,High,1686035,2522338,46901
3002,Suspense,tv,26,Non-Original,r,2007,fall,Seinen,High,145126,316836,9166
39195,Drama,tv,12,Non-Original,r,2019,fall,Shounen,High,463944,742623,9004
5300,Drama,tv,13,Non-Original,pg_13,2009,winter,Shoujo,High,116038,228632,1371
42923,Sports,tv,12,original,pg_13,2021,winter,None,High,229772,455955,11277
8425,Drama,tv,24,Non-Original,r,2011,winter,None,High,214484,498023,7726
15689,Comedy,tv,4,Non-Original,r,2012,fall,None,High,314533,510144,1153
5680,Comedy,tv,13,Non-Original,pg_13,2009,spring,None,High,526590,958645,22035
21939,Adventure,tv,10,Non-Original,pg_13,2014,spring,Seinen,High,107937,272467,1436
3786,Action,movie,1,original,pg_13,2021,winter,None,High,109647,300640,5824
934,Horror,tv,26,Non-Original,r,2006,spring,None,High,366704,742896,19936
25835,Comedy,tv,24,original,pg_13,2014,fall,None,High,133520,412037,6117
41389,Comedy,tv,12,Non-Original,pg_13,2020,fall,Shounen,High,341972,599685,8932
22145,Action,tv,10,Non-Original,r,2014,summer,Shounen,High,195075,365998,3383
23289,Comedy,tv,12,Non-Original,pg_13,2014,summer,None,High,468673,848645,10382
37965,Drama,tv,23,Non-Original,pg_13,2018,fall,None,High,121763,265023,5444
16067,Drama,tv,26,original,pg_13,2013,fall,None,High,239470,559776,9231
2890,Adventure,movie,1,original,g,2008,summer,None,High,329327,494262,3228
10379,Drama,tv,13,Non-Original,pg_13,2011,summer,Shoujo,High,108769,231723,1322
31478,Action,tv,12,Non-Original,r,2016,spring,Seinen,High,592427,1164216,22420
57,Comedy,tv,26,Non-Original,r,2004,fall,Shounen,High,130784,307353,7730
9656,Drama,tv,12,Non-Original,pg_13,2011,winter,Shoujo,High,239106,411148,1427
15809,Comedy,tv,13,Non-Original,pg_13,2013,spring,None,High,863613,1392935,10799
14397,Drama,tv,25,Non-Original,pg_13,2013,winter,Josei,High,119650,216086,1563
23199,Action,tv,12,Non-Original,r,2015,winter,None,High,234899,449248,949
34626,Adventure,ova,1,Non-Original,pg_13,2017,summer,None,High,198646,324770,686
849,Comedy,tv,14,Non-Original,pg_13,2006,spring,None,High,450233,852238,14594
30346,Boys Love,movie,1,Non-Original,pg_13,2016,winter,None,High,125921,233818,5458
12859,Action,movie,1,Non-Original,pg_13,2012,fall,Shounen,High,152152,237581,525
28297,Comedy,tv,24,Non-Original,pg_13,2015,spring,Shoujo,High,291746,603372,4599
759,Comedy,movie,1,original,pg_13,2003,fall,None,High,126993,254316,2173
11665,Drama,tv,13,Non-Original,pg_13,2012,winter,Shoujo,High,100032,224705,1888
27821,Action,special,1,Non-Original,pg_13,2014,fall,None,High,183070,293423,429
16049,Action,tv,24,Non-Original,r,2013,spring,None,High,189249,356499,3631
32188,Sci-Fi,special,1,Non-Original,pg_13,2015,fall,None,High,128541,230633,367
24701,Adventure,tv,10,Non-Original,pg_13,2014,fall,Seinen,High,95350,239348,1303
27833,Action,tv,12,Non-Original,r,2016,winter,None,High,173515,350875,1068
16662,Drama,movie,1,Non-Original,pg_13,2013,summer,None,High,161372,282410,2688
1698,Comedy,tv,23,Non-Original,pg_13,2007,winter,Josei,High,123354,294960,4835
14075,Action,tv,24,Non-Original,pg_13,2012,fall,Shounen,High,248571,557489,6370
237,Adventure,tv,50,original,pg_13,2005,spring,None,High,175420,413508,8832
249,Action,tv,167,Non-Original,pg_13,2000,fall,Shounen,High,359227,720008,16820
28999,Drama,tv,13,original,pg_13,2015,summer,None,High,879761,1427552,20937
34636,Comedy,tv,24,Non-Original,pg_13,2017,summer,Shounen,High,133307,294736,3213
268,Adventure,ova,6,Non-Original,r+,1995,fall,None,High,182403,329677,4813
16706,Comedy,tv,12,Non-Original,pg_13,2013,summer,Shounen,High,182112,318940,1976
6811,Action,tv,26,Non-Original,pg_13,2009,fall,Shounen,High,130678,256896,2013
35120,Action,ona,10,Non-Original,r+,2018,winter,None,High,600695,980175,20802
801,Action,tv,26,Non-Original,r,2004,winter,Seinen,High,98592,212372,2970
36838,Action,tv,12,Non-Original,pg_13,2018,winter,Shounen,High,89057,180955,1086
21855,Comedy,tv,5,Non-Original,r,2014,summer,None,High,222244,395638,1048
5205,Action,movie,1,Non-Original,r,2009,summer,None,High,104268,192118,2213
72,Action,tv,12,Non-Original,pg_13,2003,summer,None,High,167425,279141,2850
37055,Action,movie,1,Non-Original,r,2019,winter,None,High,121894,232686,922
38993,Comedy,tv,12,Non-Original,pg_13,2019,summer,Shounen,High,156246,286760,2282
27831,Action,tv,12,Non-Original,r,2015,summer,None,High,189571,366961,740
31339,Action,tv,12,Non-Original,r,2016,fall,Seinen,High,247455,505693,3590
12115,Action,movie,1,Non-Original,r+,2013,winter,Seinen,High,125685,197845,1417
31658,Sports,movie,1,Non-Original,pg_13,2017,winter,Shounen,High,152438,255594,920
40911,Mystery,tv,11,Non-Original,r,2020,fall,Shounen,High,135746,330212,5255
35073,Action,tv,13,Non-Original,r,2018,winter,None,High,544537,871484,3993
4565,Action,movie,1,original,r+,2009,spring,None,High,92004,196181,889
5040,Sports,tv,25,Non-Original,pg_13,2008,fall,Seinen,High,106541,216618,3732
36563,Sci-Fi,tv,13,original,r,2018,spring,None,High,246504,460388,3197
27989,Drama,tv,13,Non-Original,pg_13,2015,spring,None,High,173785,412886,6516
31173,Drama,tv,12,Non-Original,pg_13,2016,winter,Shoujo,High,180071,322549,1632
9513,Action,tv,60,Non-Original,pg_13,2011,winter,Shounen,High,261736,549736,5065
790,Mystery,tv,23,original,r,2006,winter,None,High,218723,580409,12096
4155,Action,movie,1,Non-Original,pg_13,2009,fall,Shounen,High,137520,218227,415
28735,Drama,tv,13,Non-Original,pg_13,2016,winter,Josei,High,87641,267766,5507
1559,Action,tv,50,Non-Original,pg_13,2006,fall,Shounen,High,148231,279685,3364
23755,Action,tv,24,Non-Original,pg_13,2014,fall,Shounen,High,1221064,1855493,18890
4059,Drama,special,1,Non-Original,pg_13,2008,summer,None,High,193614,289751,824
36999,Comedy,movie,6,Non-Original,r,2018,fall,None,High,92715,200150,888
10080,Comedy,tv,12,Non-Original,pg_13,2011,spring,Shounen,High,227975,366224,963
35843,Action,tv,13,Non-Original,pg_13,2017,fall,Shounen,High,89110,176262,845
37491,Action,tv,14,Non-Original,pg_13,2018,summer,Shounen,High,81032,167107,973
17895,Comedy,tv,24,Non-Original,pg_13,2013,fall,None,High,491542,918188,11922
31988,Drama,tv,13,Non-Original,pg_13,2016,fall,None,High,105539,204177,3168
14741,Comedy,tv,12,Non-Original,pg_13,2012,fall,None,High,714083,1229815,16755
28675,Fantasy,movie,1,Non-Original,pg_13,2015,spring,None,High,123144,236970,1005
18153,Fantasy,tv,12,Non-Original,pg_13,2013,fall,None,High,511194,1063454,11371
32998,Action,tv,12,original,r,2016,summer,None,High,290696,631113,7076
4901,Action,ova,5,Non-Original,r+,2010,spring,Seinen,High,149700,261566,1118
11887,Drama,tv,13,Non-Original,pg_13,2012,summer,None,High,393883,771378,7679
50631,Comedy,tv,12,Non-Original,pg_13,2022,spring,Shounen,High,121206,317802,3079
18397,Action,ova,3,Non-Original,r,2013,fall,Shounen,High,241359,411604,858
21557,Drama,movie,1,Non-Original,g,2014,summer,None,High,140302,257283,2266
4722,Comedy,tv,25,Non-Original,pg_13,2008,fall,Shoujo,High,132688,250180,4950
16870,Action,movie,1,Non-Original,pg_13,2014,fall,Shounen,High,353605,525794,1904
11979,Drama,movie,1,original,pg_13,2012,fall,None,High,93502,186888,1004
7472,Action,movie,1,Non-Original,r,2010,spring,Shounen,High,85648,147462,567
33489,Adventure,tv,25,original,g,2017,winter,None,High,284541,579412,6882
35608,Comedy,movie,1,Non-Original,pg_13,2018,winter,None,High,124609,233924,1453
39792,Adventure,tv,12,Non-Original,pg_13,2020,winter,Seinen,High,122073,295758,3520
39198,Adventure,tv,12,Non-Original,pg_13,2019,summer,Shounen,High,129346,264915,2838
39534,Comedy,tv,12,Non-Original,pg_13,2020,winter,Shounen,High,242576,495684,10340
40956,Action,tv,24,Non-Original,pg_13,2020,summer,Shounen,High,323638,622272,2448
38249,Comedy,special,1,Non-Original,pg_13,2018,fall,Shounen,High,111920,185810,343
31741,Action,tv,13,Non-Original,pg_13,2016,spring,Shounen,High,239127,438025,1462
35838,Adventure,tv,12,Non-Original,pg_13,2017,fall,None,High,111495,294452,5740
32380,Comedy,ova,1,Non-Original,pg_13,2016,spring,None,High,233159,358553,595
16001,Drama,special,4,Non-Original,pg_13,2012,fall,None,High,161496,245492,829
38671,Action,tv,24,Non-Original,pg_13,2019,summer,Shounen,High,602936,1112612,7885
7711,Fantasy,movie,1,Non-Original,g,2010,summer,None,High,190711,302278,971
44074,Drama,ona,11,original,pg_13,2021,spring,None,High,73882,222133,7288
17549,Slice of Life,tv,12,Non-Original,pg_13,2013,fall,Seinen,High,161011,389924,5835
16918,Comedy,tv,11,Non-Original,pg_13,2013,summer,Shounen,High,122680,269457,2683
33161,Comedy,ova,1,Non-Original,pg_13,2016,fall,None,High,129754,218199,403
16664,Fantasy,movie,1,Non-Original,g,2013,fall,None,High,102398,197548,2157
3783,Action,movie,1,Non-Original,r+,2008,winter,None,High,129532,211869,635
186,Action,tv,13,Non-Original,pg_13,1999,fall,Seinen,High,113067,181590,863
820,Drama,ova,110,Non-Original,r,1988,winter,None,High,70900,283535,14777
10271,Suspense,tv,26,Non-Original,r,2011,spring,Seinen,High,95811,174378,2473
30123,Drama,tv,12,Non-Original,pg_13,2015,summer,Shoujo,High,297008,598984,6736
40542,Comedy,ona,6,Non-Original,pg_13,2019,fall,Shounen,High,117021,188670,404
