anime_id,score,scored_by,members,favorites
33299,High,19627,51264,202
37305,High,5095,18569,30
5039,Average,30960,90655,294
21521,High,13897,26609,379
3508,High,12023,35405,64
10336,High,16246,42957,89
37884,High,9715,22202,13
10935,High,3873,9346,8
40359,Average,32738,104166,319
13245,High,4527,11024,15
32026,High,5632,11210,5
2174,High,4102,9307,21
29163,High,17815,49800,74
25647,High,8059,17896,13
21189,High,11862,22438,19
3407,Average,28785,79379,213
40942,High,4570,9630,45
603,High,17125,43397,274
1374,High,8962,20688,140
6893,Average,28737,54838,419
2201,Average,48523,79467,44
50532,High,5719,19318,77
6712,High,7459,19473,10
42629,High,4852,9061,23
16051,High,17515,36073,53
23619,High,16240,33225,24
3269,High,14209,31247,103
10380,High,17925,33715,121
896,Average,77089,123455,43
44942,Average,115948,200987,1228
8756,High,5896,16697,33
690,High,11575,36404,171
2006,Average,27971,49110,105
4415,Average,23208,49990,107
40485,High,19879,72249,180
5702,High,14068,37994,113
10897,Average,65408,117532,49
37902,High,11038,25639,22
3220,High,12666,37448,527
32607,Average,34987,97698,158
4195,High,16555,30588,26
3088,High,10994,24853,39
15617,High,9624,18965,7
38924,Average,57527,153393,750
3210,Average,23906,42573,105
5940,Average,80862,169983,204
37221,Average,22854,66016,201
785,High,12560,28521,115
34209,High,18000,46893,218
37345,Average,149594,348317,1253
5955,Average,25141,51242,40
13171,High,16324,34916,55
2330,High,5897,12295,58
2488,High,7223,19125,22
31499,High,10528,39275,156
40930,High,16248,42190,226
24261,High,19215,39452,10
12549,Average,200809,385708,807
1121,Average,56066,89672,22
28215,High,15517,27819,95
380,High,11609,21858,49
568,High,14091,35123,163
38005,High,6269,22729,79
33372,Average,24865,55891,38
3121,High,16130,29026,25
3559,High,5842,15620,140
41491,Average,159909,353257,1510
2182,High,7812,21719,100
117,High,7341,17585,91
34125,High,8685,18825,26
10444,High,13493,25577,46
5684,High,5800,14905,145
35626,High,6190,13762,126
103,High,4987,13837,87
3616,High,18076,39324,66
560,High,5399,14362,27
1215,High,11811,21850,39
5419,High,4411,9325,4
1521,High,6170,11822,31
38062,Average,24297,69237,165
39388,Average,29710,77968,273
38217,High,7635,16630,92
5163,High,14733,35952,97
39652,Average,22713,55087,72
37176,High,3640,6743,25
21097,High,11968,25244,73
37525,Average,47804,133077,541
594,Average,47752,84573,136
2490,High,17247,32519,14
1953,Average,23186,48520,75
49241,High,6728,16711,71
3656,Average,21544,57123,211
40595,Average,107112,233455,1129
20801,High,9446,21338,133
419,Average,25745,53352,192
3861,High,7540,19288,24
31716,Average,84637,195647,567
524,High,17096,28884,12
28779,High,9710,18790,147
10731,High,4631,10416,13
20045,Average,27793,55932,38
5959,High,7088,18754,169
37233,High,6415,13698,117
27727,Average,32065,78501,480
6151,High,12521,25100,11
2403,Average,51342,105651,509
19429,Average,121418,251703,985
28819,Average,139253,269239,376
40295,High,13207,28590,49
23279,High,11278,42804,132
33949,High,13186,27803,30
15359,High,10916,26223,31
1311,Average,19860,36923,37
10573,High,4273,10110,7
12879,High,10501,20795,12
34777,Average,25822,48527,29
39689,Average,28704,52127,53
37618,High,6661,18864,118
30702,High,5587,11469,171
193,Average,47244,92849,216
3359,Average,25588,55795,123
11663,High,4747,13187,18
1576,High,12146,37303,126
11441,High,11765,25848,36
43349,High,6624,12325,107
9330,Average,84927,164380,279
1397,High,10981,28116,235
38098,High,8265,20710,52
29829,High,2961,9268,12
1352,High,9622,25077,155
1074,Average,39856,75319,102
8098,High,5130,13583,42
19023,Average,18138,51189,150
3593,High,8941,20010,13
34604,High,8937,24054,22
29830,High,2792,8850,12
582,High,3246,11811,134
5332,High,5363,9663,3
2744,High,6282,15803,63
38436,High,2957,5917,40
15611,High,11080,20818,73
49063,High,2496,4743,42
26057,Average,17566,38138,23
23945,Average,30280,69909,80
39574,High,9455,20823,58
37826,High,13972,29058,20
48405,High,3985,23301,165
30749,Average,182507,356537,944
28625,Average,26432,76321,246
32323,Average,27368,75139,265
36800,High,11334,30235,30
5152,Average,28320,48073,35
9288,High,3408,6693,10
30806,Average,41935,105023,288
35581,High,7443,15749,137
48941,High,6174,16171,97
40323,High,4148,13470,19
20021,Average,176830,291917,561
876,High,14176,25277,95
4548,Average,34266,143743,209
11321,High,11510,26497,208
33362,High,5953,15898,69
30614,High,7570,18005,101
26351,Average,50270,126236,281
11227,Average,23026,67204,132
2124,High,15475,35440,56
206,High,10690,29401,116
331,High,3251,10004,68
1555,High,14936,35531,91
35673,High,4928,11611,4
43969,Average,136916,283891,2203
3887,High,7310,12573,9
48727,High,3942,10592,44
19697,High,13460,32541,36
6489,Average,20878,46713,66
36848,High,12025,30032,90
25729,High,3286,11147,9
4021,High,14797,35730,101
866,High,9063,18418,6
7041,High,4781,12318,2
915,High,7449,14248,236
4189,High,5176,22579,64
4535,Average,33008,70836,337
32032,Average,39397,102677,170
10572,Average,34073,77637,184
37303,High,5798,22168,16
1316,High,9531,15560,137
38972,Average,17566,37756,409
38435,High,3634,7135,22
4483,High,6675,25285,63
20745,Average,26447,47733,108
3354,High,14799,27802,17
1426,High,5737,19526,26
12119,High,14796,41416,95
40272,High,5553,19449,149
8217,High,4312,10684,107
10918,High,6071,15031,18
8536,Average,59342,111592,189
894,Average,70320,112073,37
42632,High,6040,12337,33
9793,High,6035,14669,13
892,Average,28104,51956,18
1825,High,5046,11457,18
34338,Average,19658,42346,165
2597,High,6564,13242,4
39030,Average,85643,175607,233
30365,Average,36067,74076,57
502,Average,34478,61352,33
6361,High,12349,29774,15
41923,High,2515,9547,101
143,Average,28866,66296,690
37364,High,9242,24519,8
12783,Average,39333,88633,250
11339,High,10978,21526,10
36225,High,7877,17639,92
37983,High,13571,30489,38
14835,High,7857,17309,15
38940,Average,47547,107159,199
2950,High,12475,24192,140
11341,High,7526,17579,67
40833,High,6601,13070,37
15879,Average,40495,79701,43
39184,High,9417,30745,243
34642,High,9863,25057,11
3654,Average,18158,41423,104
28391,Average,62389,141258,508
3033,High,12254,23705,10
7590,Average,57663,131853,196
2131,Average,62136,101707,109
10893,Average,18505,44060,81
1956,Average,35553,75020,123
32153,High,9721,25725,49
40356,Average,132754,585387,12117
1568,Average,23623,62365,84
2253,High,6092,15780,116
109,Average,30291,66699,222
16910,Average,17318,39533,53
691,High,3667,18613,109
230,Average,15456,36133,135
3653,Average,18268,41034,87
38085,Average,25303,71107,126
1516,High,12511,29243,226
8475,High,13854,30896,85
38824,High,4352,8485,31
35936,High,9888,20706,123
31629,Average,67559,178887,281
2123,High,10738,19796,41
12461,Average,44173,105968,382
6166,Average,86981,185707,496
252,High,12806,38843,145
151,High,10110,26345,152
48488,Average,34659,91447,673
4094,Average,16444,27635,60
44524,High,12323,100663,759
2557,High,2964,7308,23
39380,High,4557,8835,30
1164,High,8670,20157,74
37175,High,5116,16940,68
789,Average,18628,44392,87
33302,High,3729,11193,8
5504,High,8639,23602,40
6795,High,7664,18672,67
6280,Average,17361,28553,70
1419,High,4838,10326,4
39607,Average,58222,103248,145
43693,High,6699,15490,65
1710,Average,18395,35859,119
37109,High,3230,7616,8
15377,Average,40689,92850,83
10490,Average,144254,329444,979
514,Average,27199,66185,374
12143,High,6370,15366,56
35076,Average,131646,266600,600
32603,Average,82593,152873,110
34934,Average,178111,370242,1172
41195,High,2846,4607,27
17947,High,3841,12651,31
7148,Average,102036,201433,252
9893,High,5510,14244,107
14355,Average,25972,72721,142
28221,Average,26985,76756,136
33948,Average,31949,98184,194
1826,High,11392,26845,177
23209,Average,33240,102466,312
32664,Average,34448,65286,349
33035,High,4962,11537,12
225,Average,392069,574545,1754
15097,High,10283,24897,173
40313,High,12622,24267,12
291,Average,15253,32398,33
28211,Average,17830,55575,253
10578,Average,79285,168752,256
41595,High,3192,16763,74
16355,Average,45369,105543,151
507,Average,17742,31213,75
8440,Average,30236,59292,83
44983,Average,21789,58906,197
38653,High,6616,15199,36
44412,High,2144,4193,77
4151,Average,24955,64546,138
34388,High,5148,13250,123
36308,Average,16340,32162,38
1289,High,3221,9144,29
19159,High,8003,17044,7
41674,High,2405,9663,28
29261,High,6280,13808,97
2756,High,5925,13479,44
32313,High,12956,33642,81
279,High,9171,34685,111
38297,Average,111730,206701,557
12565,Average,52243,104901,108
32667,High,9946,20078,129
1951,High,10887,28842,105
41530,Average,13756,52044,433
1910,High,2560,8916,19
24629,Average,27700,75846,143
38397,Average,155142,299325,858
39326,Average,137095,276642,814
8023,Average,20699,44805,29
1601,High,10523,42580,137
30790,High,3798,9740,7
44196,High,2482,6645,123
36318,Average,32374,61683,84
34497,Average,252876,435750,1650
39701,Average,362806,636405,1337
18247,Average,213735,362666,495
798,High,4096,13303,39
30355,Average,18056,41301,66
1079,High,12648,30913,120
34382,Average,245589,461714,3538
7768,Average,16237,42639,209
36803,High,5932,24195,36
22819,High,3394,7282,32
357,Average,103630,184293,704
2494,Average,47142,93814,163
35949,High,5442,11345,24
39531,Average,13282,39816,88
2589,High,9424,20953,21
49701,High,1805,3768,126
46587,High,6481,11107,11
1911,High,3676,12471,32
31430,Average,46390,85825,101
282,High,5225,16492,74
33075,Average,25503,54346,40
566,High,9599,28220,69
10604,Average,28747,54505,31
2000,High,10800,31810,61
108,High,5374,12458,24
11793,High,3849,8570,4
891,Average,31539,57673,34
21845,Average,32400,87215,171
36305,High,7326,20321,26
8171,High,8120,19757,14
33743,Average,137568,272392,854
485,High,5322,10606,50
25755,High,4229,11284,9
4358,High,9483,20236,149
2372,High,9460,19470,236
17409,Average,22923,52880,132
1086,High,7497,20342,33
5458,High,8576,17608,26
831,High,9976,22233,122
25667,High,8832,19659,111
39456,Average,67642,140370,215
1669,Average,39764,62353,108
248,Average,52982,108904,234
31815,Average,13007,26317,66
3626,High,3711,10535,17
34055,Average,86499,158660,410
2355,High,11244,20087,96
1080,High,6215,17274,160
28157,High,6050,13879,84
10804,High,4308,8166,2
27891,Average,59243,113556,288
424,High,6017,27320,183
38470,High,6013,13669,107
14991,High,8647,20926,99
33019,Average,17528,41974,55
2043,High,6411,18141,74
48505,High,9172,34344,310
28683,High,6161,14330,3
7303,High,2782,7703,5
1410,High,5104,10375,23
63,Average,76822,140668,337
976,High,7946,17833,46
2014,High,3795,9751,10
35868,Average,14969,70502,110
9488,High,5922,35486,61
18045,Average,19148,35992,14
2108,High,7899,16183,38
25397,Average,292697,509650,1419
49638,High,2049,3960,44
5998,High,4150,9153,17
33018,Average,30426,113820,432
2336,High,4675,9296,5
40064,Average,23518,48358,53
51145,High,3823,12436,48
895,Average,63701,103479,25
15489,Average,18894,35682,211
30869,High,5529,25317,9
31056,Average,15316,34150,19
38431,Average,15873,30316,33
579,Average,15293,32890,104
760,High,9787,21463,16
15037,Average,205474,348294,1542
34964,Average,74036,169551,407
1069,High,3391,7084,73
1619,High,9169,19267,21
30925,High,11720,24286,12
42481,High,5969,18831,52
1191,High,5815,11061,14
38708,High,5608,11370,90
38357,High,3615,8161,18
1588,High,10323,25696,44
3468,High,4357,9012,6
40337,High,5425,10980,66
48612,High,3134,9967,202
484,High,4253,9351,18
37799,Average,446214,745306,2493
383,High,10854,26614,174
229,Average,15477,32881,128
538,Average,17201,34525,84
1554,High,9907,23468,41
49235,Average,20826,42938,149
30375,Average,16015,43108,243
32829,High,9015,22482,22
24727,High,9872,24279,14
2126,High,4539,12258,14
38963,High,7831,22450,25
22189,Average,16471,43512,73
37206,Average,15333,39868,85
38292,High,8628,18711,84
37405,High,7531,16884,109
13367,Average,95337,197081,240
38740,High,3086,6864,37
7367,Average,22517,48839,35
31417,High,10393,27355,109
33023,Average,19344,77573,451
35589,Average,22420,73894,228
32038,High,10058,28586,70
62,Average,29843,72861,183
40489,Average,20108,46294,92
1021,High,3890,12643,109
49160,High,8526,26567,115
36823,High,3250,7886,6
37302,High,9103,28291,120
12281,Average,12054,27305,17
3010,High,5406,10874,61
1432,High,4701,9953,5
35314,Average,22033,44730,30
3318,Average,14423,27801,33
6980,High,4930,15308,45
5734,Average,29234,66972,108
12471,Average,40505,91447,189
2743,High,3484,7765,10
28817,Average,34108,84678,175
1469,Average,21808,41013,87
38578,High,3075,9580,147
9124,High,3744,7921,4
20545,Average,22564,44903,14
917,High,8916,19170,71
12321,Average,11542,24304,35
31853,High,10985,19435,47
1732,High,8213,17179,14
2595,Average,15733,35379,39
30870,High,4863,23956,10
14267,High,4482,17952,12
2978,High,3810,9445,85
37498,Average,31192,74948,137
17082,Average,37424,82383,170
1264,High,8816,17321,155
41380,Average,122494,235928,516
41911,Average,30993,109294,599
25011,Average,18335,39691,19
1932,High,6161,15252,87
1972,High,3562,10382,63
364,High,3314,13482,55
7053,High,9624,23065,133
3270,High,8047,18754,80
36511,Average,614620,1026803,3547
146,Average,27864,57850,151
5216,High,7128,15247,17
42587,High,4533,19040,134
1738,High,7731,19120,58
5526,Average,19673,33125,14
1474,High,3393,7552,7
432,High,8600,22089,106
22693,High,3126,10021,80
998,High,9996,27527,110
47402,High,2218,4089,45
35983,Average,38198,100643,162
4196,Average,27368,62234,76
39487,High,4383,11644,10
2098,High,3500,8022,23
36256,High,5471,12604,87
21075,High,4047,9717,8
2135,High,7196,16328,116
21353,Average,71018,162471,179
4502,High,5832,14322,63
992,High,8126,16830,61
1663,High,3201,9609,45
487,Average,46635,86273,121
1064,High,4028,9665,56
984,Average,24885,45956,13
48775,High,7156,25345,121
2294,High,4675,10980,31
32901,Average,390223,655258,2653
36266,Average,85908,208428,1109
25859,Average,23487,57597,61
2269,High,4299,10120,15
609,High,7968,17298,17
37164,High,4082,7724,18
24029,High,4504,11724,19
35028,High,6662,14675,81
5084,High,5135,14136,21
21639,Average,30088,57569,451
41140,High,2217,9906,22
344,High,3616,9744,64
30915,Average,17247,37485,29
933,Average,11940,30414,104
40708,Average,83829,180003,346
36491,High,4374,9388,92
2808,High,5985,11074,52
1147,High,5088,11030,14
38034,High,7837,16072,98
971,High,10130,21073,109
20423,Average,14487,27714,19
958,High,6385,17335,62
37516,High,3077,10220,24
897,Average,67195,108623,21
2125,High,4801,12178,9
20909,Average,14422,39928,34
3859,High,4024,18136,70
5670,High,6536,19051,73
13377,Average,16431,28531,7
8068,High,7278,21238,46
30243,High,9508,21439,165
37087,Average,16878,34556,24
9618,Average,22751,44188,43
2013,High,3372,7918,10
21177,Average,37089,95176,157
9063,Average,18680,39142,21
20649,High,8561,18178,15
17831,Average,65698,137125,258
1045,High,9955,23881,42
48780,High,2125,26245,401
2117,High,6448,11429,15
2390,Average,14978,29160,267
6165,Average,19454,47428,62
14199,Average,128949,278929,431
9865,High,5081,13072,19
7559,Average,15889,40243,46
2363,Average,14797,28645,15
670,Average,17657,39926,66
36737,High,5060,12983,80
743,Average,63723,113871,433
1602,High,8673,21507,70
505,High,3808,10797,72
25801,High,2409,10220,10
5097,High,6650,14211,46
5914,Average,14647,36945,65
2458,High,3236,7133,16
31886,Average,17352,31952,231
28619,Average,48492,111299,330
620,High,8836,25084,81
39058,High,3586,7927,51
39610,High,5701,14735,16
6581,High,5692,12343,11
3032,Average,10244,20480,6
11375,High,7167,17411,23
981,Average,14491,26136,8
18691,High,5345,14697,101
38735,Average,57098,116382,332
50685,High,3495,9748,43
1608,High,2976,9128,35
34611,High,4162,7551,15
32866,Average,19246,55203,121
33142,Average,36009,69292,221
8986,Average,9925,30180,61
18655,High,5819,15846,94
19855,Average,29813,63089,125
38491,High,2585,6089,46
2037,High,2641,8385,65
509,Average,19065,36365,90
4765,Average,9689,22368,11
8317,High,2936,10153,5
29513,Average,10061,21167,28
17391,High,9174,17384,8
9347,Average,13382,26466,15
1108,High,6853,16306,73
40083,Average,27857,58439,105
5226,High,4201,17689,43
2132,High,8230,16561,7
8369,High,3282,5419,10
5760,High,4735,17798,81
6783,High,3958,13011,7
31370,High,6068,12811,99
653,High,3955,8971,18
9922,Average,32045,83360,163
37920,Average,48387,107263,176
39991,Average,12638,24071,10
31980,Average,22489,42330,17
5712,High,2635,5885,17
34533,Average,11669,29099,44
14893,Average,33145,61223,27
1477,High,2913,7422,4
40803,Average,17013,52916,627
11161,Average,15084,28596,5
358,Average,10537,24634,73
37964,Average,22763,59474,100
37458,Average,21871,58097,91
3456,Average,16749,30127,24
2604,High,8723,22981,42
4156,High,7885,14122,6
1688,High,8696,21663,92
4798,High,6511,14467,9
24075,Average,37358,83722,136
1894,Average,45838,69642,51
493,High,7140,13836,33
2286,High,4702,9273,26
8362,High,4131,6695,5
2903,High,3104,12282,93
31537,Average,30433,108892,261
941,Average,9550,30282,113
9736,Average,65909,136679,227
